Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Type,Stock,Strike ,Date,Maturity,Days,Diff,Market,Moneyness,WeightMax,WeightScaled
17 Apr 8.50 (SDS1707D8.5),0,0,4.85,5.3,0,0,Call,13.47,8.5,4/7/2017,4/7/2017,0,0,5.075,0.631031923,0.778248252,1.729893591
17 Apr 9.00 (SDS1707D9),0,0.0,4.2,4.9,0,0,Call,13.47,9,4/7/2017,4/7/2017,0,0,4.55,0.668151448,0.763576503,1.606161841
17 Apr 9.50 (SDS1707D9.5),0,0.0,2.2,4.8,0,0,Call,13.47,9.5,4/7/2017,4/7/2017,0,0,3.5,0.705270973,0.748904754,1.482430092
17 Apr 10.00 (SDS1707D10),0,0.0,3.2,3.9,0,0,Call,13.47,10,4/7/2017,4/7/2017,0,0,3.55,0.742390497,0.734233005,1.358698342
17 Apr 10.50 (SDS1707D10.5),0,0.0,2.6,3.4,0,0,Call,13.47,10.5,4/7/2017,4/7/2017,0,0,3,0.779510022,0.719561256,1.234966592
17 Apr 11.00 (SDS1707D11),2.7,0.0,2.18,2.88,0,3,Call,13.47,11,4/7/2017,4/7/2017,0,0,2.53,0.816629547,0.704889507,1.111234843
17 Apr 11.50 (SDS1707D11.5),0,0.0,1.78,2.28,0,0,Call,13.47,11.5,4/7/2017,4/7/2017,0,0,2.03,0.853749072,0.690217758,0.987503093
17 Apr 12.00 (SDS1707D12),1.5,0.0,1.3,1.76,0,18,Call,13.47,12,4/7/2017,4/7/2017,0,0,1.53,0.890868597,0.675546009,0.863771344
17 Apr 12.50 (SDS1707D12.5),0,0.0,0.78,1.28,0,0,Call,13.47,12.5,4/7/2017,4/7/2017,0,0,1.03,0.927988122,0.66087426,0.740039594
17 Apr 7.50 (SDS1713D7.5),0,0.0,5.7,6.35,0,0,Call,13.47,7.5,4/7/2017,4/13/2017,6,0.016438356,6.025,0.556792873,0.80759175,1.97735709
17 Apr 8.00 (SDS1713D8),0,0.0,3.5,7.3,0,0,Call,13.47,8,4/7/2017,4/13/2017,6,0.016438356,5.4,0.593912398,0.792920001,1.85362534
17 Apr 8.50 (SDS1713D8.5),0,0.0,2.92,6.9,0,0,Call,13.47,8.5,4/7/2017,4/13/2017,6,0.016438356,4.91,0.631031923,0.778248252,1.729893591
17 Apr 9.00 (SDS1713D9),0,0.0,2.59,6.55,0,0,Call,13.47,9,4/7/2017,4/13/2017,6,0.016438356,4.57,0.668151448,0.763576503,1.606161841
17 Apr 9.50 (SDS1713D9.5),0,0.0,1.93,6.05,0,0,Call,13.47,9.5,4/7/2017,4/13/2017,6,0.016438356,3.99,0.705270973,0.748904754,1.482430092
17 Apr 10.00 (SDS1713D10),0,0.0,2.66,5.45,0,0,Call,13.47,10,4/7/2017,4/13/2017,6,0.016438356,4.055,0.742390497,0.734233005,1.358698342
17 Apr 10.50 (SDS1713D10.5),0,0.0,2.65,5,0,0,Call,13.47,10.5,4/7/2017,4/13/2017,6,0.016438356,3.825,0.779510022,0.719561256,1.234966592
17 Apr 11.00 (SDS1713D11),0,0.0,1.13,2.93,0,0,Call,13.47,11,4/7/2017,4/13/2017,6,0.016438356,2.03,0.816629547,0.704889507,1.111234843
17 Apr 12.00 (SDS1713D12),1.56,0.0,0.99,2.38,0,0,Call,13.47,12,4/7/2017,4/13/2017,6,0.016438356,1.685,0.890868597,0.675546009,0.863771344
17 Apr 12.50 (SDS1713D12.5),0.93,0.0,0.8,1.27,0,3,Call,13.47,12.5,4/7/2017,4/13/2017,6,0.016438356,1.035,0.927988122,0.66087426,0.740039594
17 Apr 1.00 (SDS1721D1),0,0.0,12.35,12.65,0,0,Call,13.47,1,4/7/2017,4/21/2017,14,0.038356164,12.5,0.07423905,0.998324486,3.585869834
17 Apr 2.00 (SDS1721D2),0,0.0,9.4,13.65,0,0,Call,13.47,2,4/7/2017,4/21/2017,14,0.038356164,11.525,0.148478099,0.968980988,3.338406335
17 Apr 3.00 (SDS1721D3),0,0.0,8.5,12.5,0,0,Call,13.47,3,4/7/2017,4/21/2017,14,0.038356164,10.5,0.222717149,0.93963749,3.090942836
17 Apr 4.00 (SDS1721D4),0,0.0,7.5,11.55,0,0,Call,13.47,4,4/7/2017,4/21/2017,14,0.038356164,9.525,0.296956199,0.910293993,2.843479337
17 Apr 5.00 (SDS1721D5),0,0.0,6.45,10.6,0,0,Call,13.47,5,4/7/2017,4/21/2017,14,0.038356164,8.525,0.371195249,0.880950495,2.596015838
17 Apr 6.00 (SDS1721D6),0,0.0,5.55,9.45,0,0,Call,13.47,6,4/7/2017,4/21/2017,14,0.038356164,7.5,0.445434298,0.851606997,2.348552339
17 Apr 7.00 (SDS1721D7),0,0.0,4.8,8.3,0,0,Call,13.47,7,4/7/2017,4/21/2017,14,0.038356164,6.55,0.519673348,0.822263499,2.101088839
17 Apr 8.00 (SDS1721D8),0,0.0,3.75,7.45,0,0,Call,13.47,8,4/7/2017,4/21/2017,14,0.038356164,5.6,0.593912398,0.792920001,1.85362534
17 Apr 8.50 (SDS1721D8.5),0,0.0,3.25,6.95,0,0,Call,13.47,8.5,4/7/2017,4/21/2017,14,0.038356164,5.1,0.631031923,0.778248252,1.729893591
17 Apr 9.00 (SDS1721D9),0,0.0,3.7,5.35,0,0,Call,13.47,9,4/7/2017,4/21/2017,14,0.038356164,4.525,0.668151448,0.763576503,1.606161841
17 Apr 9.50 (SDS1721D9.5),0,0.0,2.98,4.9,0,0,Call,13.47,9.5,4/7/2017,4/21/2017,14,0.038356164,3.94,0.705270973,0.748904754,1.482430092
17 Apr 10.00 (SDS1721D10),0,0.0,2.72,4.25,0,0,Call,13.47,10,4/7/2017,4/21/2017,14,0.038356164,3.485,0.742390497,0.734233005,1.358698342
17 Apr 10.50 (SDS1721D10.5),0,0.0,2.15,3.85,0,0,Call,13.47,10.5,4/7/2017,4/21/2017,14,0.038356164,3,0.779510022,0.719561256,1.234966592
17 Apr 11.00 (SDS1721D11),2.6,0.0,2.16,2.9,0,15,Call,13.47,11,4/7/2017,4/21/2017,14,0.038356164,2.53,0.816629547,0.704889507,1.111234843
17 Apr 11.50 (SDS1721D11.5),0,0.0,1.54,2.38,0,0,Call,13.47,11.5,4/7/2017,4/21/2017,14,0.038356164,1.96,0.853749072,0.690217758,0.987503093
17 Apr 12.00 (SDS1721D12),1.53,0.0,1.34,1.73,0,92,Call,13.47,12,4/7/2017,4/21/2017,14,0.038356164,1.535,0.890868597,0.675546009,0.863771344
17 Apr 12.50 (SDS1721D12.5),1.12,0.0,0.8,1.26,0,2,Call,13.47,12.5,4/7/2017,4/21/2017,14,0.038356164,1.03,0.927988122,0.66087426,0.740039594
17 Apr 8.50 (SDS1728D8.5),0,0.0,4.65,5.35,0,0,Call,13.47,8.5,4/7/2017,4/28/2017,21,0.057534247,5,0.631031923,0.778248252,1.729893591
17 Apr 9.00 (SDS1728D9),0,0.0,2.83,6.65,0,0,Call,13.47,9,4/7/2017,4/28/2017,21,0.057534247,4.74,0.668151448,0.763576503,1.606161841
17 Apr 9.50 (SDS1728D9.5),0,0.0,2.88,6.1,0,0,Call,13.47,9.5,4/7/2017,4/28/2017,21,0.057534247,4.49,0.705270973,0.748904754,1.482430092
17 Apr 10.00 (SDS1728D10),0,0.0,2.09,5.5,0,0,Call,13.47,10,4/7/2017,4/28/2017,21,0.057534247,3.795,0.742390497,0.734233005,1.358698342
17 Apr 10.50 (SDS1728D10.5),0,0.0,1.21,4.65,0,0,Call,13.47,10.5,4/7/2017,4/28/2017,21,0.057534247,2.93,0.779510022,0.719561256,1.234966592
17 Apr 11.00 (SDS1728D11),0,0.0,1.63,4.55,0,0,Call,13.47,11,4/7/2017,4/28/2017,21,0.057534247,3.09,0.816629547,0.704889507,1.111234843
17 Apr 11.50 (SDS1728D11.5),0,0.0,1.19,2.86,0,0,Call,13.47,11.5,4/7/2017,4/28/2017,21,0.057534247,2.025,0.853749072,0.690217758,0.987503093
17 Apr 12.50 (SDS1728D12.5),0,0.0,0.82,1.29,0,0,Call,13.47,12.5,4/7/2017,4/28/2017,21,0.057534247,1.055,0.927988122,0.66087426,0.740039594
17 May 8.00 (SDS1705E8),0,0.0,5.2,5.9,0,0,Call,13.47,8,4/7/2017,5/5/2017,28,0.076712329,5.55,0.593912398,0.792920001,1.85362534
17 May 8.50 (SDS1705E8.5),0,0.0,3.5,6.9,0,0,Call,13.47,8.5,4/7/2017,5/5/2017,28,0.076712329,5.2,0.631031923,0.778248252,1.729893591
17 May 9.00 (SDS1705E9),0,0.0,2.98,6.15,0,0,Call,13.47,9,4/7/2017,5/5/2017,28,0.076712329,4.565,0.668151448,0.763576503,1.606161841
17 May 9.50 (SDS1705E9.5),0,0.0,2.88,5.65,0,0,Call,13.47,9.5,4/7/2017,5/5/2017,28,0.076712329,4.265,0.705270973,0.748904754,1.482430092
17 May 10.00 (SDS1705E10),0,0.0,2.38,5.1,0,0,Call,13.47,10,4/7/2017,5/5/2017,28,0.076712329,3.74,0.742390497,0.734233005,1.358698342
17 May 10.50 (SDS1705E10.5),0,0.0,2.05,4.65,0,0,Call,13.47,10.5,4/7/2017,5/5/2017,28,0.076712329,3.35,0.779510022,0.719561256,1.234966592
17 May 11.00 (SDS1705E11),0,0.0,1.68,3.6,0,0,Call,13.47,11,4/7/2017,5/5/2017,28,0.076712329,2.64,0.816629547,0.704889507,1.111234843
17 May 11.50 (SDS1705E11.5),0,0.0,0.99,3.45,0,0,Call,13.47,11.5,4/7/2017,5/5/2017,28,0.076712329,2.22,0.853749072,0.690217758,0.987503093
17 May 12.50 (SDS1705E12.5),1.05,0.0,0.98,1.34,250,0,Call,13.47,12.5,4/7/2017,5/5/2017,28,0.076712329,1.16,0.927988122,0.66087426,0.740039594
17 May 8.00 (SDS1712E8),0,0.0,5.2,5.9,0,0,Call,13.47,8,4/7/2017,5/12/2017,35,0.095890411,5.55,0.593912398,0.792920001,1.85362534
17 May 8.50 (SDS1712E8.5),0,0.0,2.92,7,0,0,Call,13.47,8.5,4/7/2017,5/12/2017,35,0.095890411,4.96,0.631031923,0.778248252,1.729893591
17 May 9.00 (SDS1712E9),0,0.0,3.7,6.4,0,0,Call,13.47,9,4/7/2017,5/12/2017,35,0.095890411,5.05,0.668151448,0.763576503,1.606161841
17 May 9.50 (SDS1712E9.5),0,0.0,2.53,4.45,0,0,Call,13.47,9.5,4/7/2017,5/12/2017,35,0.095890411,3.49,0.705270973,0.748904754,1.482430092
17 May 10.00 (SDS1712E10),0,0.0,2.99,3.95,0,0,Call,13.47,10,4/7/2017,5/12/2017,35,0.095890411,3.47,0.742390497,0.734233005,1.358698342
17 May 10.50 (SDS1712E10.5),0,0.0,2.61,5.1,0,0,Call,13.47,10.5,4/7/2017,5/12/2017,35,0.095890411,3.855,0.779510022,0.719561256,1.234966592
17 May 11.00 (SDS1712E11),0,0.0,1.7,3.55,0,0,Call,13.47,11,4/7/2017,5/12/2017,35,0.095890411,2.625,0.816629547,0.704889507,1.111234843
17 May 11.50 (SDS1712E11.5),0,0.0,0.99,3.45,0,0,Call,13.47,11.5,4/7/2017,5/12/2017,35,0.095890411,2.22,0.853749072,0.690217758,0.987503093
17 May 1.00 (SDS1719E1),0,0.0,12.4,13.8,0,0,Call,13.47,1,4/7/2017,05/19/2017,42,0.115068493,13.1,0.07423905,0.998324486,3.585869834
17 May 2.00 (SDS1719E2),0,0.0,9.4,13.6,0,0,Call,13.47,2,4/7/2017,05/19/2017,42,0.115068493,11.5,0.148478099,0.968980988,3.338406335
17 May 3.00 (SDS1719E3),0,0.0,8.55,12.6,0,0,Call,13.47,3,4/7/2017,05/19/2017,42,0.115068493,10.575,0.222717149,0.93963749,3.090942836
17 May 4.00 (SDS1719E4),0,0.0,7.5,11.9,0,0,Call,13.47,4,4/7/2017,05/19/2017,42,0.115068493,9.7,0.296956199,0.910293993,2.843479337
17 May 5.00 (SDS1719E5),0,0.0,6.45,10.6,0,0,Call,13.47,5,4/7/2017,05/19/2017,42,0.115068493,8.525,0.371195249,0.880950495,2.596015838
17 May 6.00 (SDS1719E6),0,0.0,5.45,9.55,0,0,Call,13.47,6,4/7/2017,05/19/2017,42,0.115068493,7.5,0.445434298,0.851606997,2.348552339
17 May 7.00 (SDS1719E7),0,0.0,4.55,8.5,0,0,Call,13.47,7,4/7/2017,05/19/2017,42,0.115068493,6.525,0.519673348,0.822263499,2.101088839
