Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Type,Stock,Market,Strike,Date,Temp1,Maturity,Days,Diff,Moneyness
17 Jun 91.00 (SSO1702F91),0,0,0.05,0.33,0,0,Call,83.9,0.19,91,4/21/17,SSO1702F91,6/2/17,42,0.115068493,1.084624553
17 Jun 91.50 (SSO1702F91.5),0,0,0.02,0.28,0,0,Call,83.9,0.15,91.5,4/21/17,SSO1702F91.5,6/2/17,42,0.115068493,1.090584029
17 Jun 92.00 (SSO1702F92),0,0,0.02,0.24,0,0,Call,83.9,0.13,92,4/21/17,SSO1702F92,6/2/17,42,0.115068493,1.096543504
17 Jun 92.50 (SSO1702F92.5),0,0,0.01,0.24,0,0,Call,83.9,0.125,92.5,4/21/17,SSO1702F92.5,6/2/17,42,0.115068493,1.10250298
17 Jun 93.00 (SSO1702F93),0,0,0,0.23,0,0,Call,83.9,0.115,93,4/21/17,SSO1702F93,6/2/17,42,0.115068493,1.108462455
17 Jun 93.50 (SSO1702F93.5),0.1,0,0,0.21,0,4,Call,83.9,0.105,93.5,4/21/17,SSO1702F93.5,6/2/17,42,0.115068493,1.114421931
17 Jun 94.00 (SSO1702F94),0,0,0,0.2,0,0,Call,83.9,0.1,94,4/21/17,SSO1702F94,6/2/17,42,0.115068493,1.120381406
17 Jun 94.50 (SSO1702F94.5),0,0,0,0.2,0,0,Call,83.9,0.1,94.5,4/21/17,SSO1702F94.5,6/2/17,42,0.115068493,1.126340882
17 Jun 35.00 (SSO1716F35),38.44,0,46.6,51.4,0,0,Call,83.9,49,35,4/21/17,SSO1716F35,6/16/17,56,0.153424658,0.41716329
17 Jun 40.00 (SSO1716F40),43.45,0,42.1,46.5,0,0,Call,83.9,44.3,40,4/21/17,SSO1716F40,6/16/17,56,0.153424658,0.476758045
17 Jun 45.00 (SSO1716F45),0,0,36.65,41.3,0,0,Call,83.9,38.975,45,4/21/17,SSO1716F45,6/16/17,56,0.153424658,0.536352801
17 Jun 50.00 (SSO1716F50),28.62,0,31.7,36.4,0,4,Call,83.9,34.05,50,4/21/17,SSO1716F50,6/16/17,56,0.153424658,0.595947557
17 Jun 51.00 (SSO1716F51),0,0,31.6,36,0,0,Call,83.9,33.8,51,4/21/17,SSO1716F51,6/16/17,56,0.153424658,0.607866508
17 Jun 52.00 (SSO1716F52),34.3,0,30.6,35,0,6,Call,83.9,32.8,52,4/21/17,SSO1716F52,6/16/17,56,0.153424658,0.619785459
17 Jun 53.00 (SSO1716F53),0,0,29.6,34,0,0,Call,83.9,31.8,53,4/21/17,SSO1716F53,6/16/17,56,0.153424658,0.63170441
17 Jun 54.00 (SSO1716F54),32.4,0,28.65,33,0,6,Call,83.9,30.825,54,4/21/17,SSO1716F54,6/16/17,56,0.153424658,0.643623361
17 Jun 55.00 (SSO1716F55),31,0,26.75,31.45,0,10,Call,83.9,29.1,55,4/21/17,SSO1716F55,6/16/17,56,0.153424658,0.655542312
17 Jun 56.00 (SSO1716F56),0,0,26.65,31,0,0,Call,83.9,28.825,56,4/21/17,SSO1716F56,6/16/17,56,0.153424658,0.667461263
17 Jun 57.00 (SSO1716F57),0,0,25.1,29.9,0,0,Call,83.9,27.5,57,4/21/17,SSO1716F57,6/16/17,56,0.153424658,0.679380215
17 Jun 58.00 (SSO1716F58),20.8,0,23.8,28.5,0,13,Call,83.9,26.15,58,4/21/17,SSO1716F58,6/16/17,56,0.153424658,0.691299166
17 Jun 59.00 (SSO1716F59),26.65,0,22.8,27.5,0,360,Call,83.9,25.15,59,4/21/17,SSO1716F59,6/16/17,56,0.153424658,0.703218117
17 Jun 60.00 (SSO1716F60),25.48,0,21.85,26.5,0,29,Call,83.9,24.175,60,4/21/17,SSO1716F60,6/16/17,56,0.153424658,0.715137068
17 Jun 61.00 (SSO1716F61),14.75,0,21.15,25.95,0,10,Call,83.9,23.55,61,4/21/17,SSO1716F61,6/16/17,56,0.153424658,0.727056019
17 Jun 62.00 (SSO1716F62),13.7,0,20.15,24.95,0,10,Call,83.9,22.55,62,4/21/17,SSO1716F62,6/16/17,56,0.153424658,0.73897497
17 Jun 63.00 (SSO1716F63),12.9,0,19.5,24,0,1,Call,83.9,21.75,63,4/21/17,SSO1716F63,6/16/17,56,0.153424658,0.750893921
17 Jun 64.00 (SSO1716F64),0,0,18.25,23,0,0,Call,83.9,20.625,64,4/21/17,SSO1716F64,6/16/17,56,0.153424658,0.762812872
17 Jun 65.00 (SSO1716F65),19.6,0,18.25,21.4,0,13,Call,83.9,19.825,65,4/21/17,SSO1716F65,6/16/17,56,0.153424658,0.774731824
17 Jun 66.00 (SSO1716F66),20.35,0,16,20.5,0,3,Call,83.9,18.25,66,4/21/17,SSO1716F66,6/16/17,56,0.153424658,0.786650775
17 Jun 67.00 (SSO1716F67),19.25,0,15.5,19.8,0,2,Call,83.9,17.65,67,4/21/17,SSO1716F67,6/16/17,56,0.153424658,0.798569726
17 Jun 68.00 (SSO1716F68),18.85,0,14.3,18.35,0,6,Call,83.9,16.325,68,4/21/17,SSO1716F68,6/16/17,56,0.153424658,0.810488677
17 Jun 69.00 (SSO1716F69),17.55,0,12.5,16.6,0,65,Call,83.9,14.55,69,4/21/17,SSO1716F69,6/16/17,56,0.153424658,0.822407628
17 Jun 70.00 (SSO1716F70),13.57,0,12.8,16.8,0,6,Call,83.9,14.8,70,4/21/17,SSO1716F70,6/16/17,56,0.153424658,0.834326579
17 Jun 71.00 (SSO1716F71),0,0,12.25,16.5,0,0,Call,83.9,14.375,71,4/21/17,SSO1716F71,6/16/17,56,0.153424658,0.84624553
17 Jun 72.00 (SSO1716F72),9.33,0,12.05,13.75,0,12,Call,83.9,12.9,72,4/21/17,SSO1716F72,6/16/17,56,0.153424658,0.858164482
17 Jun 73.00 (SSO1716F73),12.25,0,11.05,12.55,0,1,Call,83.9,11.8,73,4/21/17,SSO1716F73,6/16/17,56,0.153424658,0.870083433
17 Jun 74.00 (SSO1716F74),10,0,9.9,11.6,0,71,Call,83.9,10.75,74,4/21/17,SSO1716F74,6/16/17,56,0.153424658,0.882002384
17 Jun 75.00 (SSO1716F75),10.16,0,9.35,11.35,0,53,Call,83.9,10.35,75,4/21/17,SSO1716F75,6/16/17,56,0.153424658,0.893921335
17 Jun 76.00 (SSO1716F76),8.95,0,7.15,11.5,0,8,Call,83.9,9.325,76,4/21/17,SSO1716F76,6/16/17,56,0.153424658,0.905840286
17 Jun 77.00 (SSO1716F77),8,0,7.55,8.75,0,122,Call,83.9,8.15,77,4/21/17,SSO1716F77,6/16/17,56,0.153424658,0.917759237
17 Jun 78.00 (SSO1716F78),7.8,0,6.75,7.7,0,14,Call,83.9,7.225,78,4/21/17,SSO1716F78,6/16/17,56,0.153424658,0.929678188
17 Jun 79.00 (SSO1716F79),8.7,0,5.8,7.1,0,31,Call,83.9,6.45,79,4/21/17,SSO1716F79,6/16/17,56,0.153424658,0.941597139
17 Jun 80.00 (SSO1716F80),6.3,0,5.4,6.05,0,127,Call,83.9,5.725,80,4/21/17,SSO1716F80,6/16/17,56,0.153424658,0.953516091
17 Jun 81.00 (SSO1716F81),4.74,0,4.55,5.3,0,88,Call,83.9,4.925,81,4/21/17,SSO1716F81,6/16/17,56,0.153424658,0.965435042
17 Jun 82.00 (SSO1716F82),4.8,0,3.9,4.6,0,129,Call,83.9,4.25,82,4/21/17,SSO1716F82,6/16/17,56,0.153424658,0.977353993
17 Jun 83.00 (SSO1716F83),4.1,0,3.25,4.2,0,94,Call,83.9,3.725,83,4/21/17,SSO1716F83,6/16/17,56,0.153424658,0.989272944
17 Jun 84.00 (SSO1716F84),2.88,0,2.57,3.3,0,61,Call,83.9,2.935,84,4/21/17,SSO1716F84,6/16/17,56,0.153424658,1.001191895
17 Jun 85.00 (SSO1716F85),2.3,-0.65,2.03,2.56,2,237,Call,83.9,2.295,85,4/21/17,SSO1716F85,6/16/17,56,0.153424658,1.013110846
17 Jun 86.00 (SSO1716F86),1.8,-0.69,1.66,2.06,8,48,Call,83.9,1.86,86,4/21/17,SSO1716F86,6/16/17,56,0.153424658,1.025029797
17 Jun 87.00 (SSO1716F87),1.63,0,1.23,1.6,0,29,Call,83.9,1.415,87,4/21/17,SSO1716F87,6/16/17,56,0.153424658,1.036948749
17 Jun 88.00 (SSO1716F88),2.77,0,0.82,1.29,0,115,Call,83.9,1.055,88,4/21/17,SSO1716F88,6/16/17,56,0.153424658,1.0488677
17 Jun 89.00 (SSO1716F89),2.48,0,0.66,0.92,0,157,Call,83.9,0.79,89,4/21/17,SSO1716F89,6/16/17,56,0.153424658,1.060786651
17 Jun 90.00 (SSO1716F90),0.58,-0.93,0.45,0.68,2,294,Call,83.9,0.565,90,4/21/17,SSO1716F90,6/16/17,56,0.153424658,1.072705602
17 Jun 95.00 (SSO1716F95),0.21,0,0.01,0.15,0,8,Call,83.9,0.08,95,4/21/17,SSO1716F95,6/16/17,56,0.153424658,1.132300358
17 Sep 40.00 (SSO1715I40),0,0,41.7,46.4,0,0,Call,83.9,44.05,40,4/21/17,SSO1715I40,9/15/17,147,0.402739726,0.476758045
17 Sep 45.00 (SSO1715I45),0,0,36.6,41.35,0,0,Call,83.9,38.975,45,4/21/17,SSO1715I45,9/15/17,147,0.402739726,0.536352801
17 Sep 50.00 (SSO1715I50),0,0,32,36.6,0,0,Call,83.9,34.3,50,4/21/17,SSO1715I50,9/15/17,147,0.402739726,0.595947557
17 Sep 55.00 (SSO1715I55),0,0,27,31.8,0,0,Call,83.9,29.4,55,4/21/17,SSO1715I55,9/15/17,147,0.402739726,0.655542312
17 Sep 58.00 (SSO1715I58),0,0,24.1,28.85,0,0,Call,83.9,26.475,58,4/21/17,SSO1715I58,9/15/17,147,0.402739726,0.691299166
17 Sep 59.00 (SSO1715I59),28.43,0,23.1,28,0,10,Call,83.9,25.55,59,4/21/17,SSO1715I59,9/15/17,147,0.402739726,0.703218117
17 Sep 60.00 (SSO1715I60),26.28,0,22.7,26.85,0,7,Call,83.9,24.775,60,4/21/17,SSO1715I60,9/15/17,147,0.402739726,0.715137068
17 Sep 61.00 (SSO1715I61),0,0,21.75,25.95,0,0,Call,83.9,23.85,61,4/21/17,SSO1715I61,9/15/17,147,0.402739726,0.727056019
17 Sep 62.00 (SSO1715I62),24,0,20.8,25,0,1,Call,83.9,22.9,62,4/21/17,SSO1715I62,9/15/17,147,0.402739726,0.73897497
17 Sep 63.00 (SSO1715I63),0,0,19.65,24.05,0,0,Call,83.9,21.85,63,4/21/17,SSO1715I63,9/15/17,147,0.402739726,0.750893921
17 Sep 64.00 (SSO1715I64),0,0,19.05,23.2,0,0,Call,83.9,21.125,64,4/21/17,SSO1715I64,9/15/17,147,0.402739726,0.762812872
17 Sep 65.00 (SSO1715I65),22.25,0,18.15,22.5,0,10,Call,83.9,20.325,65,4/21/17,SSO1715I65,9/15/17,147,0.402739726,0.774731824
17 Sep 66.00 (SSO1715I66),21.69,0,18.5,21.75,0,2,Call,83.9,20.125,66,4/21/17,SSO1715I66,9/15/17,147,0.402739726,0.786650775
17 Sep 67.00 (SSO1715I67),0,0,17.25,19.6,0,0,Call,83.9,18.425,67,4/21/17,SSO1715I67,9/15/17,147,0.402739726,0.798569726
17 Sep 68.00 (SSO1715I68),0,0,15.4,19.65,0,0,Call,83.9,17.525,68,4/21/17,SSO1715I68,9/15/17,147,0.402739726,0.810488677
17 Sep 69.00 (SSO1715I69),18.7,0,15.35,17.4,0,10,Call,83.9,16.375,69,4/21/17,SSO1715I69,9/15/17,147,0.402739726,0.822407628
17 Sep 70.00 (SSO1715I70),0,0,14.1,17.7,0,0,Call,83.9,15.9,70,4/21/17,SSO1715I70,9/15/17,147,0.402739726,0.834326579
17 Sep 71.00 (SSO1715I71),0,0,13.5,15.8,0,0,Call,83.9,14.65,71,4/21/17,SSO1715I71,9/15/17,147,0.402739726,0.84624553
17 Sep 72.00 (SSO1715I72),0,0,12.15,14.75,0,0,Call,83.9,13.45,72,4/21/17,SSO1715I72,9/15/17,147,0.402739726,0.858164482
17 Sep 73.00 (SSO1715I73),11.15,0,11.8,14.85,0,1,Call,83.9,13.325,73,4/21/17,SSO1715I73,9/15/17,147,0.402739726,0.870083433
17 Sep 74.00 (SSO1715I74),0,0,10.8,14.25,0,0,Call,83.9,12.525,74,4/21/17,SSO1715I74,9/15/17,147,0.402739726,0.882002384
17 Sep 75.00 (SSO1715I75),10,0,9.95,13.4,0,5,Call,83.9,11.675,75,4/21/17,SSO1715I75,9/15/17,147,0.402739726,0.893921335
17 Sep 76.00 (SSO1715I76),11.2,0,8.5,13.3,0,3,Call,83.9,10.9,76,4/21/17,SSO1715I76,9/15/17,147,0.402739726,0.905840286
17 Sep 77.00 (SSO1715I77),0,0,8.45,11.8,0,0,Call,83.9,10.125,77,4/21/17,SSO1715I77,9/15/17,147,0.402739726,0.917759237
17 Sep 78.00 (SSO1715I78),0,0,8.1,9.7,0,0,Call,83.9,8.9,78,4/21/17,SSO1715I78,9/15/17,147,0.402739726,0.929678188
17 Sep 79.00 (SSO1715I79),10.61,0,7.75,9.25,0,6,Call,83.9,8.5,79,4/21/17,SSO1715I79,9/15/17,147,0.402739726,0.941597139
17 Sep 80.00 (SSO1715I80),7.95,0,7.05,9.4,0,3,Call,83.9,8.225,80,4/21/17,SSO1715I80,9/15/17,147,0.402739726,0.953516091
17 Sep 81.00 (SSO1715I81),7.43,0,6.25,7.6,0,1,Call,83.9,6.925,81,4/21/17,SSO1715I81,9/15/17,147,0.402739726,0.965435042
17 Sep 82.00 (SSO1715I82),5.9,0,5.6,7.3,0,11,Call,83.9,6.45,82,4/21/17,SSO1715I82,9/15/17,147,0.402739726,0.977353993
17 Sep 83.00 (SSO1715I83),0,0,5.1,6.65,0,0,Call,83.9,5.875,83,4/21/17,SSO1715I83,9/15/17,147,0.402739726,0.989272944
17 Sep 84.00 (SSO1715I84),4.79,0,3.9,5.6,0,16,Call,83.9,4.75,84,4/21/17,SSO1715I84,9/15/17,147,0.402739726,1.001191895
17 Sep 85.00 (SSO1715I85),5.41,0,2.26,6.85,0,23,Call,83.9,4.555,85,4/21/17,SSO1715I85,9/15/17,147,0.402739726,1.013110846
17 Sep 86.00 (SSO1715I86),3.9,0,3.2,4.45,0,3,Call,83.9,3.825,86,4/21/17,SSO1715I86,9/15/17,147,0.402739726,1.025029797
17 Sep 87.00 (SSO1715I87),4.31,0,2.39,3.95,0,3,Call,83.9,3.17,87,4/21/17,SSO1715I87,9/15/17,147,0.402739726,1.036948749
17 Sep 88.00 (SSO1715I88),4.8,0,2.02,3.4,0,11,Call,83.9,2.71,88,4/21/17,SSO1715I88,9/15/17,147,0.402739726,1.0488677
17 Sep 89.00 (SSO1715I89),4,0,1.6,3.05,0,8,Call,83.9,2.325,89,4/21/17,SSO1715I89,9/15/17,147,0.402739726,1.060786651
17 Sep 90.00 (SSO1715I90),4.1,0,0.25,3.5,0,32,Call,83.9,1.875,90,4/21/17,SSO1715I90,9/15/17,147,0.402739726,1.072705602
17 Sep 91.00 (SSO1715I91),2.6,0,1.15,2.26,0,23,Call,83.9,1.705,91,4/21/17,SSO1715I91,9/15/17,147,0.402739726,1.084624553
17 Sep 92.00 (SSO1715I92),1.81,0,1.15,2.29,0,26,Call,83.9,1.72,92,4/21/17,SSO1715I92,9/15/17,147,0.402739726,1.096543504
17 Sep 93.00 (SSO1715I93),1.49,0,0.88,1.89,0,30,Call,83.9,1.385,93,4/21/17,SSO1715I93,9/15/17,147,0.402739726,1.108462455
17 Sep 94.00 (SSO1715I94),3.67,0,0.63,1.29,0,2,Call,83.9,0.96,94,4/21/17,SSO1715I94,9/15/17,147,0.402739726,1.120381406
17 Sep 95.00 (SSO1715I95),1.22,0,0.45,1.36,0,6,Call,83.9,0.905,95,4/21/17,SSO1715I95,9/15/17,147,0.402739726,1.132300358
17 Sep 96.00 (SSO1715I96),2.62,0,0.35,1.18,0,2,Call,83.9,0.765,96,4/21/17,SSO1715I96,9/15/17,147,0.402739726,1.144219309
17 Sep 97.00 (SSO1715I97),0,0,0.23,1,0,0,Call,83.9,0.615,97,4/21/17,SSO1715I97,9/15/17,147,0.402739726,1.15613826
17 Sep 98.00 (SSO1715I98),0.7,0,0.09,0.9,0,6,Call,83.9,0.495,98,4/21/17,SSO1715I98,9/15/17,147,0.402739726,1.168057211
17 Sep 100.00 (SSO1715I100),0.4,0,0.06,0.46,0,25,Call,83.9,0.26,100,4/21/17,SSO1715I100,9/15/17,147,0.402739726,1.191895113
17 Sep 105.00 (SSO1715I105),0.28,0,0,0.29,0,30,Call,83.9,0.145,105,4/21/17,SSO1715I105,9/15/17,147,0.402739726,1.251489869
18 Jan 30.00 (SSO1819A30),47,0,51.55,56.5,0,1,Call,83.9,54.025,30,4/21/17,SSO1819A30,1/19/18,273,0.747945205,0.357568534
18 Jan 35.00 (SSO1819A35),48.9,0,46.55,51.5,0,79,Call,83.9,49.025,35,4/21/17,SSO1819A35,1/19/18,273,0.747945205,0.41716329
18 Jan 40.00 (SSO1819A40),45.1,0,41.55,46.5,0,6,Call,83.9,44.025,40,4/21/17,SSO1819A40,1/19/18,273,0.747945205,0.476758045
18 Jan 45.00 (SSO1819A45),29.65,0,37.05,42,0,10,Call,83.9,39.525,45,4/21/17,SSO1819A45,1/19/18,273,0.747945205,0.536352801
18 Jan 50.00 (SSO1819A50),35.5,0,32.55,37.5,0,3,Call,83.9,35.025,50,4/21/17,SSO1819A50,1/19/18,273,0.747945205,0.595947557
18 Jan 52.00 (SSO1819A52),28.3,0,30.55,35.5,0,38,Call,83.9,33.025,52,4/21/17,SSO1819A52,1/19/18,273,0.747945205,0.619785459
18 Jan 53.00 (SSO1819A53),13,0,29.6,34.5,0,1,Call,83.9,32.05,53,4/21/17,SSO1819A53,1/19/18,273,0.747945205,0.63170441
18 Jan 54.00 (SSO1819A54),17.6,0,28.5,33.5,0,4,Call,83.9,31,54,4/21/17,SSO1819A54,1/19/18,273,0.747945205,0.643623361
18 Jan 55.00 (SSO1819A55),32.78,0,28.05,33,0,41,Call,83.9,30.525,55,4/21/17,SSO1819A55,1/19/18,273,0.747945205,0.655542312
18 Jan 56.00 (SSO1819A56),16.75,0,26.9,30.95,0,3,Call,83.9,28.925,56,4/21/17,SSO1819A56,1/19/18,273,0.747945205,0.667461263
18 Jan 57.00 (SSO1819A57),24.1,0,26.85,31,0,3,Call,83.9,28.925,57,4/21/17,SSO1819A57,1/19/18,273,0.747945205,0.679380215
18 Jan 58.00 (SSO1819A58),29.8,0,26.25,28.1,0,16,Call,83.9,27.175,58,4/21/17,SSO1819A58,1/19/18,273,0.747945205,0.691299166
18 Jan 59.00 (SSO1819A59),23.12,0,25.4,27.15,0,3,Call,83.9,26.275,59,4/21/17,SSO1819A59,1/19/18,273,0.747945205,0.703218117
18 Jan 60.00 (SSO1819A60),28,0,23.6,26.35,0,284,Call,83.9,24.975,60,4/21/17,SSO1819A60,1/19/18,273,0.747945205,0.715137068
18 Jan 61.00 (SSO1819A61),17.35,0,22.5,26.2,0,30,Call,83.9,24.35,61,4/21/17,SSO1819A61,1/19/18,273,0.747945205,0.727056019
18 Jan 62.00 (SSO1819A62),16.65,0,21.85,24.6,0,10,Call,83.9,23.225,62,4/21/17,SSO1819A62,1/19/18,273,0.747945205,0.73897497
18 Jan 63.00 (SSO1819A63),24.72,0,21.65,23.7,0,18,Call,83.9,22.675,63,4/21/17,SSO1819A63,1/19/18,273,0.747945205,0.750893921
18 Jan 64.00 (SSO1819A64),18.13,0,20.3,22.8,0,11,Call,83.9,21.55,64,4/21/17,SSO1819A64,1/19/18,273,0.747945205,0.762812872
18 Jan 65.00 (SSO1819A65),23.7,0,20.55,22,0,133,Call,83.9,21.275,65,4/21/17,SSO1819A65,1/19/18,273,0.747945205,0.774731824
18 Jan 66.00 (SSO1819A66),18.05,0,18.3,22.85,0,14,Call,83.9,20.575,66,4/21/17,SSO1819A66,1/19/18,273,0.747945205,0.786650775
18 Jan 67.00 (SSO1819A67),13.55,0,18.85,20.35,0,2,Call,83.9,19.6,67,4/21/17,SSO1819A67,1/19/18,273,0.747945205,0.798569726
18 Jan 68.00 (SSO1819A68),15.5,0,17.6,19.6,0,321,Call,83.9,18.6,68,4/21/17,SSO1819A68,1/19/18,273,0.747945205,0.810488677
18 Jan 69.00 (SSO1819A69),20.07,0,17.3,18.9,0,92,Call,83.9,18.1,69,4/21/17,SSO1819A69,1/19/18,273,0.747945205,0.822407628
18 Jan 70.00 (SSO1819A70),16.6,0,16.55,18,0,84,Call,83.9,17.275,70,4/21/17,SSO1819A70,1/19/18,273,0.747945205,0.834326579
18 Jan 71.00 (SSO1819A71),17.65,0,15.5,17.1,0,67,Call,83.9,16.3,71,4/21/17,SSO1819A71,1/19/18,273,0.747945205,0.84624553
18 Jan 72.00 (SSO1819A72),17.85,0,14.9,16.3,0,7,Call,83.9,15.6,72,4/21/17,SSO1819A72,1/19/18,273,0.747945205,0.858164482
18 Jan 73.00 (SSO1819A73),15.35,0,14.2,15.5,0,15,Call,83.9,14.85,73,4/21/17,SSO1819A73,1/19/18,273,0.747945205,0.870083433
18 Jan 74.00 (SSO1819A74),8,0,13.15,14.75,0,1,Call,83.9,13.95,74,4/21/17,SSO1819A74,1/19/18,273,0.747945205,0.882002384
18 Jan 75.00 (SSO1819A75),15.24,0,12.65,14.15,0,397,Call,83.9,13.4,75,4/21/17,SSO1819A75,1/19/18,273,0.747945205,0.893921335
18 Jan 76.00 (SSO1819A76),11.5,0,11.85,13.3,0,1,Call,83.9,12.575,76,4/21/17,SSO1819A76,1/19/18,273,0.747945205,0.905840286
18 Jan 80.00 (SSO1819A80),9.6,0.05,9.1,10.45,8,1863,Call,83.9,9.775,80,4/21/17,SSO1819A80,1/19/18,273,0.747945205,0.953516091
18 Jan 85.00 (SSO1819A85),7.03,0,5.9,7.3,0,952,Call,83.9,6.6,85,4/21/17,SSO1819A85,1/19/18,273,0.747945205,1.013110846
18 Jan 90.00 (SSO1819A90),4.06,0,4,4.85,0,757,Call,83.9,4.425,90,4/21/17,SSO1819A90,1/19/18,273,0.747945205,1.072705602
18 Jan 95.00 (SSO1819A95),2.65,0,1.63,2.92,0,69,Call,83.9,2.275,95,4/21/17,SSO1819A95,1/19/18,273,0.747945205,1.132300358
18 Jan 100.00 (SSO1819A100),1.32,0,0.58,1.58,0,116,Call,83.9,1.08,100,4/21/17,SSO1819A100,1/19/18,273,0.747945205,1.191895113
18 Jan 105.00 (SSO1819A105),0,0,0.12,0.8,0,0,Call,83.9,0.46,105,4/21/17,SSO1819A105,1/19/18,273,0.747945205,1.251489869
18 Jan 110.00 (SSO1819A110),0,0,0.03,0.48,0,0,Call,83.9,0.255,110,4/21/17,SSO1819A110,1/19/18,273,0.747945205,1.311084625
19 Jan 40.00 (SSO1918A40),0,0,43,48,0,0,Call,83.9,45.5,40,4/21/17,SSO1918A40,1/18/19,637,1.745205479,0.476758045
19 Jan 45.00 (SSO1918A45),0,0,38.5,43,0,0,Call,83.9,40.75,45,4/21/17,SSO1918A45,1/18/19,637,1.745205479,0.536352801
19 Jan 50.00 (SSO1918A50),27.89,0,34.5,38.65,0,1,Call,83.9,36.575,50,4/21/17,SSO1918A50,1/18/19,637,1.745205479,0.595947557
19 Jan 55.00 (SSO1918A55),30.06,0,30.55,34.4,0,19,Call,83.9,32.475,55,4/21/17,SSO1918A55,1/18/19,637,1.745205479,0.655542312
19 Jan 57.00 (SSO1918A57),0,0,28.5,32.8,0,0,Call,83.9,30.65,57,4/21/17,SSO1918A57,1/18/19,637,1.745205479,0.679380215
19 Jan 58.00 (SSO1918A58),22.51,0,28,31.8,0,42,Call,83.9,29.9,58,4/21/17,SSO1918A58,1/18/19,637,1.745205479,0.691299166
19 Jan 59.00 (SSO1918A59),0,0,27,31.25,0,0,Call,83.9,29.125,59,4/21/17,SSO1918A59,1/18/19,637,1.745205479,0.703218117
19 Jan 60.00 (SSO1918A60),24.74,0,26.8,30.25,0,4,Call,83.9,28.525,60,4/21/17,SSO1918A60,1/18/19,637,1.745205479,0.715137068
19 Jan 61.00 (SSO1918A61),0,0,26.5,29.5,0,0,Call,83.9,28,61,4/21/17,SSO1918A61,1/18/19,637,1.745205479,0.727056019
19 Jan 62.00 (SSO1918A62),0,0,24.75,28.75,0,0,Call,83.9,26.75,62,4/21/17,SSO1918A62,1/18/19,637,1.745205479,0.73897497
19 Jan 63.00 (SSO1918A63),0,0,24,28.2,0,0,Call,83.9,26.1,63,4/21/17,SSO1918A63,1/18/19,637,1.745205479,0.750893921
19 Jan 64.00 (SSO1918A64),0,0,24.15,27.25,0,0,Call,83.9,25.7,64,4/21/17,SSO1918A64,1/18/19,637,1.745205479,0.762812872
19 Jan 65.00 (SSO1918A65),28.6,0,22.5,26.75,0,92,Call,83.9,24.625,65,4/21/17,SSO1918A65,1/18/19,637,1.745205479,0.774731824
19 Jan 66.00 (SSO1918A66),0,0,22.7,25.75,0,0,Call,83.9,24.225,66,4/21/17,SSO1918A66,1/18/19,637,1.745205479,0.786650775
19 Jan 67.00 (SSO1918A67),0,0,21.9,25.1,0,0,Call,83.9,23.5,67,4/21/17,SSO1918A67,1/18/19,637,1.745205479,0.798569726
19 Jan 68.00 (SSO1918A68),19.61,0,21.15,24.35,0,1,Call,83.9,22.75,68,4/21/17,SSO1918A68,1/18/19,637,1.745205479,0.810488677
19 Jan 69.00 (SSO1918A69),0,0,20.45,23.65,0,0,Call,83.9,22.05,69,4/21/17,SSO1918A69,1/18/19,637,1.745205479,0.822407628
19 Jan 70.00 (SSO1918A70),22.8,0,19,23.15,0,7,Call,83.9,21.075,70,4/21/17,SSO1918A70,1/18/19,637,1.745205479,0.834326579
19 Jan 71.00 (SSO1918A71),17.3,0,19.05,22.25,0,1,Call,83.9,20.65,71,4/21/17,SSO1918A71,1/18/19,637,1.745205479,0.84624553
19 Jan 72.00 (SSO1918A72),18.05,0,18.3,21.6,0,3,Call,83.9,19.95,72,4/21/17,SSO1918A72,1/18/19,637,1.745205479,0.858164482
19 Jan 73.00 (SSO1918A73),17.4,0,17,21.1,0,3,Call,83.9,19.05,73,4/21/17,SSO1918A73,1/18/19,637,1.745205479,0.870083433
19 Jan 74.00 (SSO1918A74),16.65,0,17.2,20.25,0,3,Call,83.9,18.725,74,4/21/17,SSO1918A74,1/18/19,637,1.745205479,0.882002384
19 Jan 75.00 (SSO1918A75),18,0,16.55,19.55,0,8,Call,83.9,18.05,75,4/21/17,SSO1918A75,1/18/19,637,1.745205479,0.893921335
19 Jan 76.00 (SSO1918A76),15.4,0,15.9,18.9,0,3,Call,83.9,17.4,76,4/21/17,SSO1918A76,1/18/19,637,1.745205479,0.905840286
19 Jan 77.00 (SSO1918A77),18.55,0,15.75,18.9,0,10,Call,83.9,17.325,77,4/21/17,SSO1918A77,1/18/19,637,1.745205479,0.917759237
19 Jan 78.00 (SSO1918A78),17.9,0,14.6,17.85,0,9,Call,83.9,16.225,78,4/21/17,SSO1918A78,1/18/19,637,1.745205479,0.929678188
19 Jan 79.00 (SSO1918A79),17.4,0,14,17.05,0,25,Call,83.9,15.525,79,4/21/17,SSO1918A79,1/18/19,637,1.745205479,0.941597139
19 Jan 80.00 (SSO1918A80),15.06,0,13.35,16.6,0,3,Call,83.9,14.975,80,4/21/17,SSO1918A80,1/18/19,637,1.745205479,0.953516091
19 Jan 81.00 (SSO1918A81),0,0,12.75,16,0,0,Call,83.9,14.375,81,4/21/17,SSO1918A81,1/18/19,637,1.745205479,0.965435042
19 Jan 82.00 (SSO1918A82),13.75,0,12.2,15.4,0,3,Call,83.9,13.8,82,4/21/17,SSO1918A82,1/18/19,637,1.745205479,0.977353993
