Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Type,Stock,Market,Strike,Date,Temp1,Maturity,Days,Diff,Moneyness
17 Apr 55.00 (SSO1721D55),0,0,26.7,31.3,0,0,Call,83.9,29,55,4/21/17,SSO1721D55,4/21/17,0,0,0.655542312
17 Apr 60.00 (SSO1721D60),0,0,21.75,26.3,0,0,Call,83.9,24.025,60,4/21/17,SSO1721D60,4/21/17,0,0,0.715137068
17 Apr 63.00 (SSO1721D63),0,0,18.7,23.5,0,0,Call,83.9,21.1,63,4/21/17,SSO1721D63,4/21/17,0,0,0.750893921
17 Apr 64.00 (SSO1721D64),0,0,17,21.65,0,0,Call,83.9,19.325,64,4/21/17,SSO1721D64,4/21/17,0,`,0.762812872
17 Apr 65.00 (SSO1721D65),0,0,16,20.6,0,0,Call,83.9,18.3,65,4/21/17,SSO1721D65,4/21/17,0,0,0.774731824
17 Apr 66.00 (SSO1721D66),0,0,15,19.75,0,0,Call,83.9,17.375,66,4/21/17,SSO1721D66,4/21/17,0,0,0.786650775
17 Apr 67.00 (SSO1721D67),0,0,14,18.4,0,0,Call,83.9,16.2,67,4/21/17,SSO1721D67,4/21/17,0,0,0.798569726
17 Apr 68.00 (SSO1721D68),0,0,13,17.55,0,0,Call,83.9,15.275,68,4/21/17,SSO1721D68,4/21/17,0,0,0.810488677
17 Apr 69.00 (SSO1721D69),0,0,12,16.65,0,0,Call,83.9,14.325,69,4/21/17,SSO1721D69,4/21/17,0,0,0.822407628
17 Apr 70.00 (SSO1721D70),14.62,0,11.5,16.15,0,30,Call,83.9,13.825,70,4/21/17,SSO1721D70,4/21/17,0,0,0.834326579
17 Apr 71.00 (SSO1721D71),0,0,10,14.65,0,0,Call,83.9,12.325,71,4/21/17,SSO1721D71,4/21/17,0,0,0.84624553
17 Apr 72.00 (SSO1721D72),0,0,9.5,14.3,0,0,Call,83.9,11.9,72,4/21/17,SSO1721D72,4/21/17,0,0,0.858164482
17 Apr 73.00 (SSO1721D73),0,0,8,12.3,0,0,Call,83.9,10.15,73,4/21/17,SSO1721D73,4/21/17,0,0,0.870083433
17 Apr 74.00 (SSO1721D74),11.4,0,7.5,12.05,0,10,Call,83.9,9.775,74,4/21/17,SSO1721D74,4/21/17,0,0,0.882002384
17 Apr 75.00 (SSO1721D75),10.5,0,6.5,10.95,0,43,Call,83.9,8.725,75,4/21/17,SSO1721D75,4/21/17,0,0,0.893921335
17 Apr 76.00 (SSO1721D76),0,0,5.5,9.95,0,0,Call,83.9,7.725,76,4/21/17,SSO1721D76,4/21/17,0,0,0.905840286
17 Apr 77.00 (SSO1721D77),10.15,0,4.5,8.65,0,31,Call,83.9,6.575,77,4/21/17,SSO1721D77,4/21/17,0,0,0.917759237
17 Apr 77.50 (SSO1721D77.5),0,0,4.1,8.45,0,0,Call,83.9,6.275,77.5,4/21/17,SSO1721D77.5,4/21/17,0,0,0.923718713
17 Apr 78.00 (SSO1721D78),7.55,0,3.45,7.6,0,26,Call,83.9,5.525,78,4/21/17,SSO1721D78,4/21/17,0,0,0.929678188
17 Apr 78.50 (SSO1721D78.5),0,0,3,7.35,0,0,Call,83.9,5.175,78.5,4/21/17,SSO1721D78.5,4/21/17,0,0,0.935637664
17 Apr 79.00 (SSO1721D79),5.02,-0.66,4.3,6.6,30,51,Call,83.9,5.45,79,4/21/17,SSO1721D79,4/21/17,0,0,0.941597139
17 Apr 79.50 (SSO1721D79.5),0,0,2.3,5.95,0,0,Call,83.9,4.125,79.5,4/21/17,SSO1721D79.5,4/21/17,0,0,0.947556615
17 Apr 80.00 (SSO1721D80),4.12,-0.5,2.96,4.7,3,16,Call,83.9,3.83,80,4/21/17,SSO1721D80,4/21/17,0,0,0.953516091
17 Apr 80.50 (SSO1721D80.5),3.25,0,1.35,5.15,0,1,Call,83.9,3.25,80.5,4/21/17,SSO1721D80.5,4/21/17,0,0,0.959475566
17 Apr 81.00 (SSO1721D81),2.9,0,0.85,4.9,0,76,Call,83.9,2.875,81,4/21/17,SSO1721D81,4/21/17,0,0,0.965435042
17 Apr 81.50 (SSO1721D81.5),2.38,0,0.36,3.5,0,5,Call,83.9,1.93,81.5,4/21/17,SSO1721D81.5,4/21/17,0,0,0.971394517
17 Apr 82.00 (SSO1721D82),2.03,0.71,1.27,2.84,20,29,Call,83.9,2.055,82,4/21/17,SSO1721D82,4/21/17,0,0,0.977353993
17 Apr 82.50 (SSO1721D82.5),1.66,-0.04,0.34,2.3,2,5,Call,83.9,1.32,82.5,4/21/17,SSO1721D82.5,4/21/17,0,0,0.983313468
17 Apr 83.00 (SSO1721D83),1.24,-0.02,0.72,1.22,18,158,Call,83.9,0.97,83,4/21/17,SSO1721D83,4/21/17,0,0,0.989272944
17 Apr 83.50 (SSO1721D83.5),0.45,-0.6,0.3,0.72,62,72,Call,83.9,0.51,83.5,4/21/17,SSO1721D83.5,4/21/17,0,0,0.99523242
17 Apr 84.00 (SSO1721D84),0.17,-0.53,0,0.48,123,438,Call,83.9,0.24,84,4/21/17,SSO1721D84,4/21/17,0,0,1.001191895
17 Apr 84.50 (SSO1721D84.5),0.03,-0.22,0.01,0.15,8,326,Call,83.9,0.08,84.5,4/21/17,SSO1721D84.5,4/21/17,0,0,1.007151371
17 Apr 85.00 (SSO1721D85),0.02,-0.18,0,0.08,172,678,Call,83.9,0.04,85,4/21/17,SSO1721D85,4/21/17,0,0,1.013110846
17 Apr 85.50 (SSO1721D85.5),0.06,0,0,0.16,0,127,Call,83.9,0.08,85.5,4/21/17,SSO1721D85.5,4/21/17,0,0,1.019070322
17 Apr 86.00 (SSO1721D86),0.04,-0.06,0,0.04,9,195,Call,83.9,0.02,86,4/21/17,SSO1721D86,4/21/17,0,0,1.025029797
17 Apr 86.50 (SSO1721D86.5),0,0,0,0.18,0,0,Call,83.9,0.09,86.5,4/21/17,SSO1721D86.5,4/21/17,0,0,1.030989273
17 Apr 87.00 (SSO1721D87),0.05,0,0,0.16,0,97,Call,83.9,0.08,87,4/21/17,SSO1721D87,4/21/17,0,0,1.036948749
17 Apr 87.50 (SSO1721D87.5),0.32,0,0,0.18,0,11,Call,83.9,0.09,87.5,4/21/17,SSO1721D87.5,4/21/17,0,0,1.042908224
17 Apr 88.00 (SSO1721D88),0.03,0,0,0.18,0,70,Call,83.9,0.09,88,4/21/17,SSO1721D88,4/21/17,0,0,1.0488677
17 Apr 88.50 (SSO1721D88.5),0,0,0,2.77,0,0,Call,83.9,1.385,88.5,4/21/17,SSO1721D88.5,4/21/17,0,0,1.054827175
17 Apr 89.00 (SSO1721D89),0.15,0,0,0.14,0,114,Call,83.9,0.07,89,4/21/17,SSO1721D89,4/21/17,0,0,1.060786651
17 Apr 89.50 (SSO1721D89.5),0,0,0,0.46,0,0,Call,83.9,0.23,89.5,4/21/17,SSO1721D89.5,4/21/17,0,0,1.066746126
17 Apr 90.00 (SSO1721D90),0.2,0,0,2.33,0,31,Call,83.9,1.165,90,4/21/17,SSO1721D90,4/21/17,0,0,1.072705602
17 Apr 90.50 (SSO1721D90.5),0,0,0,2.15,0,0,Call,83.9,1.075,90.5,4/21/17,SSO1721D90.5,4/21/17,0,0,1.078665077
17 Apr 91.00 (SSO1721D91),0,0,0,0.82,0,0,Call,83.9,0.41,91,4/21/17,SSO1721D91,4/21/17,0,0,1.084624553
17 Apr 91.50 (SSO1721D91.5),0,0,0,2.75,0,0,Call,83.9,1.375,91.5,4/21/17,SSO1721D91.5,4/21/17,0,0,1.090584029
17 Apr 92.00 (SSO1721D92),0.23,0,0,2.51,0,2,Call,83.9,1.255,92,4/21/17,SSO1721D92,4/21/17,0,0,1.096543504
17 Apr 92.50 (SSO1721D92.5),0,0,0,2.59,0,0,Call,83.9,1.295,92.5,4/21/17,SSO1721D92.5,4/21/17,0,0,1.10250298
17 Apr 93.00 (SSO1721D93),0.08,0,0,0.19,0,60,Call,83.9,0.095,93,4/21/17,SSO1721D93,4/21/17,0,0,1.108462455
17 Apr 94.00 (SSO1721D94),0,0,0,2.78,0,0,Call,83.9,1.39,94,4/21/17,SSO1721D94,4/21/17,0,0,1.120381406
17 Apr 95.00 (SSO1721D95),0,0,0,2.77,0,0,Call,83.9,1.385,95,4/21/17,SSO1721D95,4/21/17,0,0,1.132300358
17 Apr 96.00 (SSO1721D96),0,0,0,2.78,0,0,Call,83.9,1.39,96,4/21/17,SSO1721D96,4/21/17,0,0,1.144219309
17 Apr 97.00 (SSO1721D97),0,0,0,3.45,0,0,Call,83.9,1.725,97,4/21/17,SSO1721D97,4/21/17,0,0,1.15613826
17 Apr 98.00 (SSO1721D98),0,0,0,2.76,0,0,Call,83.9,1.38,98,4/21/17,SSO1721D98,4/21/17,0,0,1.168057211
17 Apr 99.00 (SSO1721D99),0,0,0,3.5,0,0,Call,83.9,1.75,99,4/21/17,SSO1721D99,4/21/17,0,0,1.179976162
17 Apr 100.00 (SSO1721D100),0.07,0,0,3.5,0,77,Call,83.9,1.75,100,4/21/17,SSO1721D100,4/21/17,0,0,1.191895113
17 Apr 101.00 (SSO1721D101),0,0,0,2.77,0,0,Call,83.9,1.385,101,4/21/17,SSO1721D101,4/21/17,0,0,1.203814064
17 Apr 102.00 (SSO1721D102),0,0,0,4.05,0,0,Call,83.9,2.025,102,4/21/17,SSO1721D102,4/21/17,0,0,1.215733015
17 Apr 103.00 (SSO1721D103),0,0,0,2.7,0,0,Call,83.9,1.35,103,4/21/17,SSO1721D103,4/21/17,0,0,1.227651967
17 Apr 50.00 (SSO1728D50),0,0,31.7,36.35,0,0,Call,83.9,34.025,50,4/21/17,SSO1728D50,4/28/17,7,0.019178082,0.595947557
17 Apr 55.00 (SSO1728D55),0,0,26.75,31.35,0,0,Call,83.9,29.05,55,4/21/17,SSO1728D55,4/28/17,7,0.019178082,0.655542312
17 Apr 60.00 (SSO1728D60),0,0,21.7,26.35,0,0,Call,83.9,24.025,60,4/21/17,SSO1728D60,4/28/17,7,0.019178082,0.715137068
17 Apr 65.00 (SSO1728D65),0,0,17.55,21.3,0,0,Call,83.9,19.425,65,4/21/17,SSO1728D65,4/28/17,7,0.019178082,0.774731824
17 Apr 69.00 (SSO1728D69),0,0,12.95,17.1,0,0,Call,83.9,15.025,69,4/21/17,SSO1728D69,4/28/17,7,0.019178082,0.822407628
17 Apr 70.00 (SSO1728D70),0,0,12.5,15.15,0,0,Call,83.9,13.825,70,4/21/17,SSO1728D70,4/28/17,7,0.019178082,0.834326579
17 Apr 70.50 (SSO1728D70.5),0,0,11.65,15.8,0,0,Call,83.9,13.725,70.5,4/21/17,SSO1728D70.5,4/28/17,7,0.019178082,0.840286055
17 Apr 71.00 (SSO1728D71),0,0,11.25,15.15,0,0,Call,83.9,13.2,71,4/21/17,SSO1728D71,4/28/17,7,0.019178082,0.84624553
17 Apr 71.50 (SSO1728D71.5),0,0,10.6,14.6,0,0,Call,83.9,12.6,71.5,4/21/17,SSO1728D71.5,4/28/17,7,0.019178082,0.852205006
17 Apr 72.00 (SSO1728D72),0,0,9.9,14.15,0,0,Call,83.9,12.025,72,4/21/17,SSO1728D72,4/28/17,7,0.019178082,0.858164482
17 Apr 72.50 (SSO1728D72.5),0,0,9.45,13.9,0,0,Call,83.9,11.675,72.5,4/21/17,SSO1728D72.5,4/28/17,7,0.019178082,0.864123957
17 Apr 73.00 (SSO1728D73),10.3,0,9,12.15,0,2,Call,83.9,10.575,73,4/21/17,SSO1728D73,4/28/17,7,0.019178082,0.870083433
17 Apr 73.50 (SSO1728D73.5),0,0,8.7,12.65,0,0,Call,83.9,10.675,73.5,4/21/17,SSO1728D73.5,4/28/17,7,0.019178082,0.876042908
17 Apr 74.00 (SSO1728D74),0,0,8.25,11.75,0,0,Call,83.9,10,74,4/21/17,SSO1728D74,4/28/17,7,0.019178082,0.882002384
17 Apr 74.50 (SSO1728D74.5),0,0,7.75,11.9,0,0,Call,83.9,9.825,74.5,4/21/17,SSO1728D74.5,4/28/17,7,0.019178082,0.887961859
17 Apr 75.00 (SSO1728D75),0,0,7.6,10.4,0,0,Call,83.9,9,75,4/21/17,SSO1728D75,4/28/17,7,0.019178082,0.893921335
17 Apr 75.50 (SSO1728D75.5),0,0,6.8,10.75,0,0,Call,83.9,8.775,75.5,4/21/17,SSO1728D75.5,4/28/17,7,0.019178082,0.89988081
17 Apr 76.00 (SSO1728D76),0,0,6.55,9.9,0,0,Call,83.9,8.225,76,4/21/17,SSO1728D76,4/28/17,7,0.019178082,0.905840286
17 Apr 76.50 (SSO1728D76.5),0,0,5.8,9.85,0,0,Call,83.9,7.825,76.5,4/21/17,SSO1728D76.5,4/28/17,7,0.019178082,0.911799762
17 Apr 77.00 (SSO1728D77),0,0,5.4,8.7,0,0,Call,83.9,7.05,77,4/21/17,SSO1728D77,4/28/17,7,0.019178082,0.917759237
17 Apr 77.50 (SSO1728D77.5),5.88,0,5.25,7.8,0,1,Call,83.9,6.525,77.5,4/21/17,SSO1728D77.5,4/28/17,7,0.019178082,0.923718713
17 Apr 78.00 (SSO1728D78),0,0,4,8.5,0,0,Call,83.9,6.25,78,4/21/17,SSO1728D78,4/28/17,7,0.019178082,0.929678188
17 Apr 78.50 (SSO1728D78.5),0,0,5.4,6.25,0,0,Call,83.9,5.825,78.5,4/21/17,SSO1728D78.5,4/28/17,7,0.019178082,0.935637664
17 Apr 79.00 (SSO1728D79),0,0,5,5.8,0,0,Call,83.9,5.4,79,4/21/17,SSO1728D79,4/28/17,7,0.019178082,0.941597139
17 Apr 79.50 (SSO1728D79.5),0,0,3.75,6.55,0,0,Call,83.9,5.15,79.5,4/21/17,SSO1728D79.5,4/28/17,7,0.019178082,0.947556615
17 Apr 80.00 (SSO1728D80),4.45,0,3.8,5,0,6,Call,83.9,4.4,80,4/21/17,SSO1728D80,4/28/17,7,0.019178082,0.953516091
17 Apr 80.50 (SSO1728D80.5),3.9,0,3.5,4.5,0,4,Call,83.9,4,80.5,4/21/17,SSO1728D80.5,4/28/17,7,0.019178082,0.959475566
17 Apr 81.00 (SSO1728D81),0,0,3.25,4,0,0,Call,83.9,3.625,81,4/21/17,SSO1728D81,4/28/17,7,0.019178082,0.965435042
17 Apr 81.50 (SSO1728D81.5),2.86,0,2.52,4.1,0,5,Call,83.9,3.31,81.5,4/21/17,SSO1728D81.5,4/28/17,7,0.019178082,0.971394517
17 Apr 82.00 (SSO1728D82),2.75,0,2.33,3.55,0,2,Call,83.9,2.94,82,4/21/17,SSO1728D82,4/28/17,7,0.019178082,0.977353993
17 Apr 82.50 (SSO1728D82.5),0,0,1.98,3.05,0,0,Call,83.9,2.515,82.5,4/21/17,SSO1728D82.5,4/28/17,7,0.019178082,0.983313468
17 Apr 83.00 (SSO1728D83),2.05,0.55,1.65,2.23,65,115,Call,83.9,1.94,83,4/21/17,SSO1728D83,4/28/17,7,0.019178082,0.989272944
17 Apr 83.50 (SSO1728D83.5),1.74,0.21,1.51,1.99,13,151,Call,83.9,1.75,83.5,4/21/17,SSO1728D83.5,4/28/17,7,0.019178082,0.99523242
17 Apr 84.00 (SSO1728D84),1.47,0.47,1.22,1.62,177,124,Call,83.9,1.42,84,4/21/17,SSO1728D84,4/28/17,7,0.019178082,1.001191895
17 Apr 84.50 (SSO1728D84.5),1.05,-0.25,0.74,1.29,107,225,Call,83.9,1.015,84.5,4/21/17,SSO1728D84.5,4/28/17,7,0.019178082,1.007151371
17 Apr 85.00 (SSO1728D85),0.82,-0.13,0.68,1.03,113,655,Call,83.9,0.855,85,4/21/17,SSO1728D85,4/28/17,7,0.019178082,1.013110846
17 Apr 85.50 (SSO1728D85.5),0.56,-0.19,0.45,0.89,170,67,Call,83.9,0.67,85.5,4/21/17,SSO1728D85.5,4/28/17,7,0.019178082,1.019070322
17 Apr 86.00 (SSO1728D86),0.42,-0.08,0.23,0.5,88,347,Call,83.9,0.365,86,4/21/17,SSO1728D86,4/28/17,7,0.019178082,1.025029797
17 Apr 86.50 (SSO1728D86.5),0.35,0,0.11,0.51,0,64,Call,83.9,0.31,86.5,4/21/17,SSO1728D86.5,4/28/17,7,0.019178082,1.030989273
17 Apr 87.00 (SSO1728D87),0.18,0,0.05,0.34,10,0,Call,83.9,0.195,87,4/21/17,SSO1728D87,4/28/17,7,0.019178082,1.036948749
17 Apr 87.50 (SSO1728D87.5),0.6,0,0.01,0.49,0,61,Call,83.9,0.25,87.5,4/21/17,SSO1728D87.5,4/28/17,7,0.019178082,1.042908224
17 Apr 88.00 (SSO1728D88),0.21,0,0,0.26,0,12,Call,83.9,0.13,88,4/21/17,SSO1728D88,4/28/17,7,0.019178082,1.0488677
17 Apr 88.50 (SSO1728D88.5),0.31,0,0,0.46,0,4,Call,83.9,0.23,88.5,4/21/17,SSO1728D88.5,4/28/17,7,0.019178082,1.054827175
17 Apr 89.00 (SSO1728D89),0,0,0,0.2,0,0,Call,83.9,0.1,89,4/21/17,SSO1728D89,4/28/17,7,0.019178082,1.060786651
17 Apr 89.50 (SSO1728D89.5),0,0,0,1.96,0,0,Call,83.9,0.98,89.5,4/21/17,SSO1728D89.5,4/28/17,7,0.019178082,1.066746126
17 Apr 90.00 (SSO1728D90),0,0,0,0.72,0,0,Call,83.9,0.36,90,4/21/17,SSO1728D90,4/28/17,7,0.019178082,1.072705602
17 Apr 90.50 (SSO1728D90.5),0,0,0,0.19,0,0,Call,83.9,0.095,90.5,4/21/17,SSO1728D90.5,4/28/17,7,0.019178082,1.078665077
17 Apr 91.00 (SSO1728D91),0,0,0,0.19,0,0,Call,83.9,0.095,91,4/21/17,SSO1728D91,4/28/17,7,0.019178082,1.084624553
17 Apr 91.50 (SSO1728D91.5),0,0,0,1.95,0,0,Call,83.9,0.975,91.5,4/21/17,SSO1728D91.5,4/28/17,7,0.019178082,1.090584029
17 Apr 92.00 (SSO1728D92),0,0,0,0.44,0,0,Call,83.9,0.22,92,4/21/17,SSO1728D92,4/28/17,7,0.019178082,1.096543504
17 Apr 92.50 (SSO1728D92.5),0,0,0,0.17,0,0,Call,83.9,0.085,92.5,4/21/17,SSO1728D92.5,4/28/17,7,0.019178082,1.10250298
17 Apr 93.00 (SSO1728D93),0,0,0,0.19,0,0,Call,83.9,0.095,93,4/21/17,SSO1728D93,4/28/17,7,0.019178082,1.108462455
17 Apr 94.00 (SSO1728D94),0,0,0,1.95,0,0,Call,83.9,0.975,94,4/21/17,SSO1728D94,4/28/17,7,0.019178082,1.120381406
17 Apr 95.00 (SSO1728D95),0,0,0,0.36,0,0,Call,83.9,0.18,95,4/21/17,SSO1728D95,4/28/17,7,0.019178082,1.132300358
17 Apr 96.00 (SSO1728D96),0,0,0,0.19,0,0,Call,83.9,0.095,96,4/21/17,SSO1728D96,4/28/17,7,0.019178082,1.144219309
17 May 55.00 (SSO1705E55),0,0,27,31.5,0,0,Call,83.9,29.25,55,4/21/17,SSO1705E55,5/5/17,14,0.038356164,0.655542312
17 May 60.00 (SSO1705E60),0,0,22.05,26.5,0,0,Call,83.9,24.275,60,4/21/17,SSO1705E60,5/5/17,14,0.038356164,0.715137068
17 May 65.00 (SSO1705E65),0,0,17,21.5,0,0,Call,83.9,19.25,65,4/21/17,SSO1705E65,5/5/17,14,0.038356164,0.774731824
17 May 70.00 (SSO1705E70),0,0,12.5,16.95,0,0,Call,83.9,14.725,70,4/21/17,SSO1705E70,5/5/17,14,0.038356164,0.834326579
17 May 71.50 (SSO1705E71.5),0,0,10.6,14.95,0,0,Call,83.9,12.775,71.5,4/21/17,SSO1705E71.5,5/5/17,14,0.038356164,0.852205006
17 May 72.00 (SSO1705E72),0,0,10.75,15,0,0,Call,83.9,12.875,72,4/21/17,SSO1705E72,5/5/17,14,0.038356164,0.858164482
17 May 72.50 (SSO1705E72.5),0,0,9.7,13.95,0,0,Call,83.9,11.825,72.5,4/21/17,SSO1705E72.5,5/5/17,14,0.038356164,0.864123957
17 May 73.00 (SSO1705E73),0,0,9.45,13.2,0,0,Call,83.9,11.325,73,4/21/17,SSO1705E73,5/5/17,14,0.038356164,0.870083433
17 May 73.50 (SSO1705E73.5),0,0,8.65,13,0,0,Call,83.9,10.825,73.5,4/21/17,SSO1705E73.5,5/5/17,14,0.038356164,0.876042908
17 May 74.00 (SSO1705E74),0,0,9.1,11.45,0,0,Call,83.9,10.275,74,4/21/17,SSO1705E74,5/5/17,14,0.038356164,0.882002384
17 May 74.50 (SSO1705E74.5),0,0,7.55,12,0,0,Call,83.9,9.775,74.5,4/21/17,SSO1705E74.5,5/5/17,14,0.038356164,0.887961859
17 May 75.00 (SSO1705E75),0,0,7.4,11.8,0,0,Call,83.9,9.6,75,4/21/17,SSO1705E75,5/5/17,14,0.038356164,0.893921335
17 May 75.50 (SSO1705E75.5),0,0,6.9,11.3,0,0,Call,83.9,9.1,75.5,4/21/17,SSO1705E75.5,5/5/17,14,0.038356164,0.89988081
17 May 76.00 (SSO1705E76),0,0,6.5,10.9,0,0,Call,83.9,8.7,76,4/21/17,SSO1705E76,5/5/17,14,0.038356164,0.905840286
17 May 76.50 (SSO1705E76.5),0,0,7.3,9.1,0,0,Call,83.9,8.2,76.5,4/21/17,SSO1705E76.5,5/5/17,14,0.038356164,0.911799762
17 May 77.00 (SSO1705E77),0,0,5.5,9.5,0,0,Call,83.9,7.5,77,4/21/17,SSO1705E77,5/5/17,14,0.038356164,0.917759237
17 May 77.50 (SSO1705E77.5),0,0,6.4,7.2,0,0,Call,83.9,6.8,77.5,4/21/17,SSO1705E77.5,5/5/17,14,0.038356164,0.923718713
17 May 78.00 (SSO1705E78),0,0,4.6,8.7,0,0,Call,83.9,6.65,78,4/21/17,SSO1705E78,5/5/17,14,0.038356164,0.929678188
17 May 78.50 (SSO1705E78.5),0,0,5.45,6.3,0,0,Call,83.9,5.875,78.5,4/21/17,SSO1705E78.5,5/5/17,14,0.038356164,0.935637664
17 May 79.00 (SSO1705E79),5.48,0,5.05,5.9,30,0,Call,83.9,5.475,79,4/21/17,SSO1705E79,5/5/17,14,0.038356164,0.941597139
17 May 79.50 (SSO1705E79.5),0,0,2.54,5.85,0,0,Call,83.9,4.195,79.5,4/21/17,SSO1705E79.5,5/5/17,14,0.038356164,0.947556615
17 May 80.00 (SSO1705E80),0,0,4.2,5.05,0,0,Call,83.9,4.625,80,4/21/17,SSO1705E80,5/5/17,14,0.038356164,0.953516091
17 May 80.50 (SSO1705E80.5),0,0,3.9,4.55,0,0,Call,83.9,4.225,80.5,4/21/17,SSO1705E80.5,5/5/17,14,0.038356164,0.959475566
17 May 81.00 (SSO1705E81),0,0,3.35,4.15,0,0,Call,83.9,3.75,81,4/21/17,SSO1705E81,5/5/17,14,0.038356164,0.965435042
17 May 81.50 (SSO1705E81.5),2.83,0,2.91,3.9,0,5,Call,83.9,3.405,81.5,4/21/17,SSO1705E81.5,5/5/17,14,0.038356164,0.971394517
17 May 82.00 (SSO1705E82),3.05,-0.3,2.56,3.2,2,50,Call,83.9,2.88,82,4/21/17,SSO1705E82,5/5/17,14,0.038356164,0.977353993
17 May 82.50 (SSO1705E82.5),3,0,2.35,3.25,0,15,Call,83.9,2.8,82.5,4/21/17,SSO1705E82.5,5/5/17,14,0.038356164,0.983313468
17 May 83.00 (SSO1705E83),2.33,0,2.03,2.81,0,1,Call,83.9,2.42,83,4/21/17,SSO1705E83,5/5/17,14,0.038356164,0.989272944
17 May 83.50 (SSO1705E83.5),1.69,0,1.6,2.31,0,11,Call,83.9,1.955,83.5,4/21/17,SSO1705E83.5,5/5/17,14,0.038356164,0.99523242
17 May 84.00 (SSO1705E84),1.6,0.1,1.45,1.77,5,15,Call,83.9,1.61,84,4/21/17,SSO1705E84,5/5/17,14,0.038356164,1.001191895
17 May 84.50 (SSO1705E84.5),0,0,1.04,1.53,0,0,Call,83.9,1.285,84.5,4/21/17,SSO1705E84.5,5/5/17,14,0.038356164,1.007151371
17 May 85.00 (SSO1705E85),1.85,0,0.43,1.02,0,50,Call,83.9,0.725,85,4/21/17,SSO1705E85,5/5/17,14,0.038356164,1.013110846
17 May 85.50 (SSO1705E85.5),1.05,0,0.62,1.07,0,5,Call,83.9,0.845,85.5,4/21/17,SSO1705E85.5,5/5/17,14,0.038356164,1.019070322
17 May 86.00 (SSO1705E86),0.5,0,0.46,0.82,0,13,Call,83.9,0.64,86,4/21/17,SSO1705E86,5/5/17,14,0.038356164,1.025029797
17 May 86.50 (SSO1705E86.5),0.43,-0.03,0.33,0.55,5,6,Call,83.9,0.44,86.5,4/21/17,SSO1705E86.5,5/5/17,14,0.038356164,1.030989273
17 May 87.00 (SSO1705E87),0,0,0.21,0.44,0,0,Call,83.9,0.325,87,4/21/17,SSO1705E87,5/5/17,14,0.038356164,1.036948749
17 May 87.50 (SSO1705E87.5),0,0,0.12,0.33,0,0,Call,83.9,0.225,87.5,4/21/17,SSO1705E87.5,5/5/17,14,0.038356164,1.042908224
17 May 88.00 (SSO1705E88),0.18,0,0.05,0.31,0,6,Call,83.9,0.18,88,4/21/17,SSO1705E88,5/5/17,14,0.038356164,1.0488677
17 May 88.50 (SSO1705E88.5),0,0,0,0.61,0,0,Call,83.9,0.305,88.5,4/21/17,SSO1705E88.5,5/5/17,14,0.038356164,1.054827175
17 May 89.00 (SSO1705E89),0,0,0,0.23,0,0,Call,83.9,0.115,89,4/21/17,SSO1705E89,5/5/17,14,0.038356164,1.060786651
17 May 89.50 (SSO1705E89.5),0,0,0,0.21,0,0,Call,83.9,0.105,89.5,4/21/17,SSO1705E89.5,5/5/17,14,0.038356164,1.066746126
17 May 90.00 (SSO1705E90),0,0,0,1.1,0,0,Call,83.9,0.55,90,4/21/17,SSO1705E90,5/5/17,14,0.038356164,1.072705602
17 May 90.50 (SSO1705E90.5),0,0,0,0.19,0,0,Call,83.9,0.095,90.5,4/21/17,SSO1705E90.5,5/5/17,14,0.038356164,1.078665077
17 May 91.00 (SSO1705E91),0,0,0,4.7,0,0,Call,83.9,2.35,91,4/21/17,SSO1705E91,5/5/17,14,0.038356164,1.084624553
17 May 91.50 (SSO1705E91.5),0,0,0,0.19,0,0,Call,83.9,0.095,91.5,4/21/17,SSO1705E91.5,5/5/17,14,0.038356164,1.090584029
17 May 92.00 (SSO1705E92),0,0,0,0.19,0,0,Call,83.9,0.095,92,4/21/17,SSO1705E92,5/5/17,14,0.038356164,1.096543504
17 May 93.00 (SSO1705E93),0,0,0,0.17,0,0,Call,83.9,0.085,93,4/21/17,SSO1705E93,5/5/17,14,0.038356164,1.108462455
17 May 94.00 (SSO1705E94),0,0,0,0.17,0,0,Call,83.9,0.085,94,4/21/17,SSO1705E94,5/5/17,14,0.038356164,1.120381406
17 May 95.00 (SSO1705E95),0,0,0,0.19,0,0,Call,83.9,0.095,95,4/21/17,SSO1705E95,5/5/17,14,0.038356164,1.132300358
17 May 60.00 (SSO1712E60),0,0,21.7,25.85,0,0,Call,83.9,23.775,60,4/21/17,SSO1712E60,5/12/17,21,0.057534247,0.715137068
17 May 65.00 (SSO1712E65),0,0,17.05,21.5,0,0,Call,83.9,19.275,65,4/21/17,SSO1712E65,5/12/17,21,0.057534247,0.774731824
17 May 68.00 (SSO1712E68),0,0,14.1,18.4,0,0,Call,83.9,16.25,68,4/21/17,SSO1712E68,5/12/17,21,0.057534247,0.810488677
17 May 69.00 (SSO1712E69),0,0,13.15,17.45,0,0,Call,83.9,15.3,69,4/21/17,SSO1712E69,5/12/17,21,0.057534247,0.822407628
17 May 70.00 (SSO1712E70),14.49,0,13.75,14.55,20,0,Call,83.9,14.15,70,4/21/17,SSO1712E70,5/12/17,21,0.057534247,0.834326579
17 May 70.50 (SSO1712E70.5),0,0,11.7,16.25,0,0,Call,83.9,13.975,70.5,4/21/17,SSO1712E70.5,5/12/17,21,0.057534247,0.840286055
